Stock_code,Sector,Name,volatility_mean,volatility_max,volatility_7d,downside_deviation,var_95,max_drawdown,mean_return,std_return,return_skew,return_kurtosis,return_consistency,sharpe_ratio,rsi_mean,bb_width_mean,macd_volatility,avg_volume,volume_volatility,amihud_illiquidity,trading_frequency,momentum_30d,momentum_90d,trend_strength,current_price
COOP,Banking,Co-operative Bank of Kenya Ltd,0.01268608161207463,0.026813277904897046,0.011338749772792412,0.00762881096410958,-0.016437748378958825,-0.2688172043010753,0.00036886700095791386,0.013685212186322264,-1.1690959494883704,13.899745835377644,37.10065807111295,0.019646534911748063,51.26390275772867,2.1066855286860364,0.1683721222705677,532707.2874493927,1050221.136219432,2.128532499232412e-09,1.0,0.12286689419795205,0.2751937984496122,0.14602201476838483,16.45
CRWN,Construction and Allied,Crown Paints Kenya Plc,0.028233393074464038,0.04693462743992938,0.02550498528646287,0.017650718742122092,-0.04801793482471759,-0.5408878504672897,0.0006103056150832672,0.03568517172898551,-0.0007255506986162194,1.615234885075401,58.47097749054635,0.014300214596942702,49.911126355480214,3.7012387254781407,0.7950443234930781,4541.470588235294,16030.008242524063,4.106380888837716e-10,0.6882591093117408,0.04444444444444451,-0.032352941176470584,0.019143795303825057,32.9
CTUM,Investment,Centum Investment Company Plc,0.020320488865135815,0.05418360219265227,0.018776078956394018,0.012646887234116822,-0.03143106767396445,-0.5622222222222223,-0.0002770529798367764,0.021773198067554556,-0.49000469582007883,10.74110514155647,78.58854368405528,-0.01731729886143432,48.73541500216353,2.587279411195727,0.19422300947544696,134417.71255060728,360519.58457374584,1.740416466344804e-08,1.0,0.03347280334728042,0.1488372093023258,0.022224061581527326,9.88
DTK,Banking,Diamond Trust Bank Kenya Ltd,0.017314831673638585,0.032568766216149014,0.01580506223280231,0.010169112925729445,-0.025868214707819116,-0.44193548387096776,5.2866502485412246e-05,0.01859686916939758,0.5120497404963577,5.382755782635186,351.7697051655459,-0.002534485607862456,48.73471552736088,2.436331042414083,0.8135439533183952,50471.02803738318,206405.95866655218,7.65678023203104e-09,0.9746963562753036,0.32057416267942584,0.5164835164835164,0.239780792381206,69.0
EABL,Manufacturing and Allied,East African Breweries Ltd,0.019730817633783728,0.05024952426927876,0.017303975912433246,0.010436066874138852,-0.025158185721476437,-0.4838709677419355,0.00037921607657601347,0.022574894171807233,2.5590919993490595,28.246861384150815,59.530409213126276,0.012368433411655612,48.14097311074369,3.1928406934548184,3.0259998121144367,181076.75126903554,418422.0673928482,1.0333456508134895e-09,0.9969635627530364,-0.03438789546079779,0.19591141396933565,-0.020456004241888464,175.5
EGAD,Agricultural,Eaagads Ltd,0.030239194894955843,0.05364453776296197,0.026965710318729956,0.01908145296841952,-0.05042051531029859,-0.3333333333333333,0.0009036364402472375,0.04444516214071947,0.052136944292851026,0.5617584572881658,49.184777464354354,0.018081527881362244,47.65497039124627,3.813545437382176,0.23031471346353113,1927.0707070707072,4618.602863855986,0.0,0.5010121457489879,-0.004149377593361092,-0.06976744186046513,-0.0037359900373288776,12.0
EQTY,Banking,Equity Group Holdings Plc,0.014063891942776286,0.025712204844968053,0.01209721174254426,0.00830891920045128,-0.020021771918744536,-0.3797235023041475,0.00039979816254085906,0.014778849788541056,0.17084524012790925,7.193840185210989,36.965767921591876,0.02028562200725179,51.90683512780425,2.8333630571985755,0.7505575712281208,1303727.1255060728,1885953.5867139308,2.0716724072708998e-10,1.0,-0.03400000000000003,0.1940667490729293,0.028819732890219177,48.3
EVRD,Commercial and Services,Eveready East Africa Ltd,0.04153353956647092,0.05690478481041512,0.04043744044978637,0.023601811920712614,-0.0665078455802769,-0.5196850393700787,0.000775434794407437,0.041972083743115396,0.13741831450321462,-0.17947265672341928,54.1271537376315,0.016092477012389923,49.047543216764055,5.139712438274845,0.03550256384665861,12168.20987654321,32735.507602085603,4.853426519122267e-06,0.9838056680161943,0.05504587155963292,0.0747663551401867,0.054078826759479434,1.15
FAHR,Real Estate Investment Trusts,Stanlib Fahari Income-REIT,0.026184630896334625,0.04417491534527274,0.024785961432878353,0.014453163746846118,-0.035484679236256186,-0.26388888888888895,0.00023022880618958264,0.027312123391599382,0.281560381798855,2.3880625646059834,118.63029644552599,0.004768168473961323,48.831264376386905,2.873130592399172,0.08934032186743798,32331.62393162393,145803.83297895605,1.9669491082651828e-07,0.9971590909090909,-0.1446153846153847,-0.1446153846153847,-0.056603773583945326,5.56
FTGH,Manufacturing and Allied,Flame Tree Group Holdings Ltd,0.03497819271968793,0.055233290673107234,0.03386175022513009,0.021257984004816263,-0.06015342096440462,-0.3776223776223776,0.0006033472936947629,0.03678490768621965,0.08914224372159588,0.8731570950539687,60.96803942577293,0.013683527402597612,49.31317356373252,3.729397572967213,0.01782630659327241,10066.410537870472,22339.566538891413,2.2943962812424754e-06,0.9220647773279352,0.05263157894736836,-0.04761904761904767,0.0,1.0
GLD,Exchange Traded Funds,ABSA NewGold ETF,0.007652794494226648,0.026372247958117854,0.004483590678371948,0.0031225260101824435,-4.312103382697891e-05,-0.14355628058727568,0.009350663024490075,0.043911026030903307,0.6173227607004554,0.7426131005772518,4.696033366435488,0.21066834095183504,33.734879247827635,1.1666696174930908,23.967274410543833,12220.754716981131,30626.241629402146,0.0,0.053643724696356275,0.012422360248447228,0.10884353741496589,0.004560581782324579,3260.0
HAFR,Investment,Home Afrika Ltd,0.039206511996523,0.05254078671108439,0.03898341391404426,0.0230272815740432,-0.0614546528949638,-0.39999999999999997,0.0006373050269537646,0.03918641831581399,0.08027094038791213,-0.010237425228575958,61.487687229380924,0.013711511505142581,49.717674955220154,4.0660720472578324,0.0055157562669407596,75046.59206510682,127527.7732064084,9.855168444539002e-07,0.9949392712550608,0.05714285714285716,0.2333333333333334,0.07308584684655282,0.37
HFCK,Banking,HF Group Ltd,0.031953456027683,0.050907218867439756,0.030395096905576867,0.018200453212802142,-0.05132992536782666,-0.4268537074148297,0.0008943248205936055,0.032504419924819575,0.17190427658383606,1.1302398972665255,36.345202036017135,0.024437440200042904,50.76530382703635,4.0599300864375,0.079462472055236,78133.90862944162,344911.74455498485,2.156415605979754e-07,0.9969635627530364,0.228882833787466,0.10810810810810789,0.09759065465812625,4.51
IMH,Banking,I & M Holdings Plc,0.020943878327383463,0.12967523910694118,0.016785641300190696,0.011352409352957381,-0.02600656815141191,-0.6829999999999999,0.0002507250277854268,0.03160402684219705,7.213252586530048,228.57076255190483,126.05049649927435,0.004769171601489233,49.27839446701981,3.121183248177858,0.9231315883501178,110558.7995930824,254050.83114984332,4.721752998018053e-09,0.9949392712550608,0.28091872791519434,0.75544794188862,0.21787334117178606,36.25
JUB,Insurance,Jubilee Holdings Ltd,0.019591004598397497,0.04109269743886623,0.017494959060698628,0.012535126459479452,-0.028475135406427016,-0.6198717948717949,-0.00031256119199493806,0.023298513140692444,0.20200946746780077,4.177525024907133,74.54062207123768,-0.017707618839573495,45.55845896058655,2.570583760872522,4.196395999049206,6280.125786163522,15814.482807948447,4.770141205719989e-09,0.8046558704453441,0.06933744221879823,0.06933744221879823,0.03283031223023903,173.5
KAPC,Agricultural,Kapchorua Tea Kenya Plc,0.025636844931191994,0.046288656492823044,0.021891247191492595,0.015163251376017609,-0.03501743296506595,-0.2334841628959276,0.0027817676049679925,0.03697765307605306,0.32104042295814056,2.648615236102396,13.292861589418203,0.07252400773515613,53.82132592450561,3.916353894269794,3.9480068312321297,1123.106796116505,2322.6406501522592,0.0,0.521255060728745,0.05027932960893855,0.049107142857142794,-0.003667352086997403,235.0
KCB,Banking,KCB Group Plc,0.015811327071400778,0.0402191398361001,0.013338953810317512,0.009118787533776701,-0.022641785922935573,-0.6843687374749499,0.000233516460135092,0.017531064657571427,0.7227596479678204,7.574947020374622,75.07418166587203,0.007615992638292438,47.88068039003246,3.331104535483714,0.743854639289058,1078481.8825910932,1634021.4933950834,3.2474729795504513e-10,1.0,0.05183312262958295,0.41496598639455784,0.07108833904047204,41.6
KEGN,Energy and Petroleum,Kenya Electricity Generating Company Plc,0.016458054940545024,0.06451343389535148,0.014358465221725332,0.008911259360076685,-0.022573971642958057,-0.6216216216216216,-6.457475563362655e-05,0.019831402958365375,4.157215427153285,66.15983071058922,307.10719774398416,-0.008298694507356343,44.87063911635596,2.5774869627357297,0.06943516557924563,630362.6518218623,2004562.2159617431,6.715125158651601e-09,1.0,-0.08542713567839189,0.548936170212766,0.0008798944126463106,3.64
KNRE,Insurance,Kenya Re-Insurance Corporation Ltd,0.022219482226964682,0.10056047461631283,0.020143941996301595,0.01432329176610399,-0.032036864086220675,-0.6376306620209059,-0.00017280712629151723,0.02686774793068642,-5.994009520561289,118.15980537259759,155.47815046439007,-0.010153702721193323,47.77703756484415,3.1900266223181197,0.04961554888414847,765106.6801619433,2854674.6240784703,3.288023546851861e-08,1.0,0.16363636363636358,0.015873015873015817,0.12084063046227304,1.28
KPLC,Energy and Petroleum,Kenya Power and Lighting Company Plc,0.025374593878166176,0.1028554926297981,0.022539819223245296,0.012628470490735112,-0.033943450524749605,-0.35148514851485146,0.0014685337681955885,0.030103207728145,4.851055239099628,77.62019392477896,20.49881748054834,0.045461393217904086,49.24219590175869,4.021332955809963,0.07553683972648736,870844.4331983805,1495732.6270732249,1.2179065388265386e-08,1.0,0.023404255319148914,1.4793814432989691,0.1424635409210379,4.81
KUKZ,Agricultural,Kakuzi Plc,0.022573590141384037,0.0828344029777077,0.017768004268709395,0.014632015486954522,-0.02310903617289951,-0.45609065155807366,0.0020258012492320675,0.04962470912601973,-1.4575237938927015,12.015809404629971,24.496335311866222,0.03880730545867484,50.963060211413165,3.35739917444638,7.832308649852487,2465.4135338345864,26530.451126924916,0.0,0.2692307692307692,-0.125,0.013157894736842035,-0.050543163294232855,385.0
LBTY,Insurance,Liberty Kenya Holdings Ltd,0.04023931149895557,0.06122675264869084,0.03917963320850917,0.024097531146679896,-0.06993652128639756,-0.6650485436893204,0.0008225093223363864,0.04420767784028325,0.13391638088909807,0.08783392896526898,53.74732086923544,0.016343525740310737,49.147396752256384,4.966819125089945,0.16516171375127092,6884.679334916865,16930.352973271078,6.178560395427603e-07,0.8522267206477733,-0.16080402010050254,0.260377358490566,-0.0718612793854297,6.68
LIMT,Agricultural,Limuru Tea Plc,0.008754422942363699,0.03892461520163724,0.005880727503643106,0.005357453274560922,-0.004755013427816926,-0.3137254901960784,0.0017270824711661747,0.04367280003345144,0.5243297253025438,0.8042766978831994,25.28703651034029,0.03725619759196299,17.20374677775041,1.5091715964103307,6.767772206894857,2946.875,8363.139087372447,0.0,0.09716599190283401,-0.04109589041095896,-0.04109589041095896,-0.026696329254720114,350.0
LKL,Commercial and Services,Longhorn Publishers Plc,0.03606958020389741,0.05657592999541409,0.034243437195402626,0.022196259192760658,-0.06280003925139235,-0.589795918367347,-0.0001453997642194115,0.04059336438177114,0.10840968230255625,0.5291281406931132,279.1843348664679,-0.006045317192902567,48.14108275751408,4.128663778322539,0.05320219905574389,14786.568986568987,41679.78074037616,3.658179689786237e-07,0.8289473684210527,-0.03361344537815125,-0.0043290043290044045,-0.01616904782204781,2.3
NBV,Commercial and Services,Nairobi Business Ventures Ltd,0.046288957533453884,0.06495198379934007,0.04433582185414849,0.027356438997660066,-0.07893504006274292,-0.85546875,0.000261204429258381,0.04857675665578428,0.018391578534707714,-0.4066223557905899,185.97210696807107,0.0033185506819408154,48.78343774429157,6.799894201676093,0.2651054699901538,87226.61555312158,438519.4783067592,2.0053927417296374e-07,0.9240890688259109,-0.12608695652173918,-0.07798165137614699,-0.05000472634228161,2.01
NCBA,Banking,NCBA Group Plc,0.018210301543877067,0.036553220060933554,0.016681766304601258,0.011359396998072405,-0.028522153709050382,-0.2493887530562347,0.0007871357291071163,0.019144583169392892,-0.39213930958808996,4.123412676956935,24.3218291703345,0.03589191362580683,51.68701227721618,2.8604090114621075,0.537840552800728,216784.39716312056,1850044.5745465264,6.024461378727258e-09,0.9989878542510121,0.10045662100456632,0.23431498079385427,0.09116428587578122,48.2
NMG,Commercial and Services,Nation Media Group Plc,0.025208158570579342,0.06581779274678502,0.02253170553119473,0.015140130883045168,-0.0380983380936002,-0.5498084291187739,0.00032571063486781093,0.027861504823242005,0.08839432731170653,4.28002900818907,85.54064033090448,0.00810116450958554,47.97918141352598,3.6733215210142123,0.4929607677018741,64694.558521560575,293389.3094638375,4.030889512512277e-08,0.9858299595141701,0.014084507042253502,-0.017064846416382284,0.06935986929994542,14.4
NSE,Investment Services,Nairobi Securities Exchange Plc,0.026341392412102156,0.04473812006626899,0.025494042105855822,0.01561660264324445,-0.043932502642865634,-0.46995073891625616,3.50185411753036e-05,0.02701825997786325,0.1607017196586628,1.3824850103579371,771.5393593546255,-0.0024050941340200273,48.64310133071756,2.6860802299051314,0.0851924356211446,49584.802431610944,265575.53009001573,1.2599307743634902e-07,0.9989878542510121,0.05633802816901423,0.013513513513513598,0.033057851239100274,6.0
OCH,Investment,Olympia Capital Holdings Ltd,0.0381579091921178,0.057929687299871836,0.036050013220852835,0.023789308350473902,-0.07088259259336151,-0.5186567164179104,0.0013675233703165344,0.045519360778062075,-0.03348447712591923,0.11251500056048025,33.285981386137315,0.02784580771491925,48.85051264679706,5.362337813513168,0.0993018434803491,4459.586206896552,12892.83206332374,2.339619110008884e-07,0.7338056680161943,-0.06666666666666676,-0.010600706713780994,-0.06579474175677999,2.8
ORCH,Manufacturing and Allied,Kenya Orchards Ltd,0.004621088497954683,0.05598391582121626,0.0026713959386195775,0.0007271350959520994,-7.144944128415176e-05,-0.06976744186046512,0.04755879669334453,0.05352694651646515,-0.38394305222488195,-1.4151063734892169,1.125489922485924,0.88663373671208,8.844723963677968,1.3517608999275903,1.712758132822315,43923.80952380953,282066.812539783,0.0,0.04251012145748988,0.0,2.58974358974359,-0.001426533523535687,70.0
PORT,Construction and Allied,East African Portland Cement Ltd,0.035728037931039944,0.08808856751986695,0.030807735180996425,0.021526774812573563,-0.057959154300714154,-0.6035555555555555,0.0029364383254964353,0.05001349671466545,0.12860061942680653,-0.005916534391258388,17.032026376037546,0.056713457489433274,47.74159046345375,6.540520588189853,1.0606327593343852,2739.735099337748,6071.435766605767,0.0,0.611336032388664,-0.34754797441364604,3.5266272189349115,-0.06687402799357517,30.6
SASN,Agricultural,Sasini Plc,0.02999128997975644,0.04775071040319294,0.02811309632767008,0.017916637209824848,-0.04974812587270784,-0.5414012738853503,0.00021026911951586564,0.03205915608818431,0.27584409700737794,1.1601683079494665,152.46718545871295,0.00343955152370811,49.518894418449555,3.5475942144910326,0.4007817442936031,21580.022701475595,344642.28053486353,1.880086809874945e-07,0.8917004048582996,-0.06542056074766356,-0.16666666666666663,-0.03796818881453333,15.0
SBIC,Banking,Stanbic Holdings Plc,0.021613091538431547,0.04797807939540682,0.01996415269195162,0.012963431608526614,-0.03263149969404514,-0.22736030828516376,0.0007327654936697753,0.023908834562674907,0.2017824769342062,3.5905192245592543,32.62821667559019,0.026465760569151127,52.53804190798249,2.6656476184240727,1.3135758005755678,57953.48288075561,382852.1387873203,9.317233154442455e-09,0.8572874493927125,0.014787430683918634,0.17811158798283255,0.04927181682653619,137.25
SCAN,Commercial and Services,WPP ScanGroup Plc,0.030446597582405123,0.05496801005905923,0.02900793547406935,0.017670915702193167,-0.04758629004990286,-0.703125,-0.0003844184252634987,0.03231300862894663,0.2995574420295075,1.61167621024451,84.05684561324863,-0.014991436709808676,47.11558047839181,3.934177593487944,0.07848226632011442,65994.47852760737,201543.76711176388,1.958209204627645e-07,0.9898785425101214,0.11711711711711703,0.18095238095238098,0.08098683636644638,2.48
SCBK,Banking,Standard Chartered Bank Kenya Ltd,0.011028241636481473,0.02884198358876181,0.009198515132760179,0.006439275318696602,-0.012557305530480754,-0.20906432748538012,0.0007481721265083275,0.012386754409606727,-0.8995314928400705,17.65468985854758,16.556020085662528,0.05232784148629314,53.801332129540945,1.962413641952618,2.481279884535079,41815.314401622716,114024.05970507694,1.2456678397432038e-09,0.9979757085020243,0.18287526427061307,0.47430830039525684,0.14534288638683918,279.75
SCOM,Telecommunication and Technology,Safaricom Plc,0.018011553384964435,0.04080483875443929,0.01585424606359923,0.010397131246503839,-0.028000128111520195,-0.7408231368186875,-0.000518221922829295,0.01948119469793696,0.6814676255492719,5.057316767760915,37.59237129980901,-0.031734291928273525,46.20666317120332,3.580203384235509,0.5628305799405017,7364146.457489879,11345657.952877196,7.295104761645154e-11,1.0,0.11803278688524599,0.1404682274247493,0.05979612133229862,17.05
SGL,Commercial and Services,Standard Group Plc,0.035842632689825585,0.0595526816227065,0.03257138728471959,0.023886640510759345,-0.07254793739967712,-0.7911111111111111,-0.001524642156874295,0.045969803259007125,-0.025796225402131997,0.2245335902558505,30.151206325115837,-0.035341507645495936,45.89656393074189,4.7712835262042335,0.26153401936336573,1054.3548387096773,2194.919321304632,0.0,0.6275303643724697,-0.14915254237288145,-0.1824104234527688,-0.06580318594488235,5.02
SLAM,Insurance,Sanlam Kenya Plc,0.03706333511418734,0.06113787122487214,0.034136175243393574,0.02392915280370822,-0.07120703343555713,-0.74,-0.00013565072729770477,0.0459519108164518,0.01715816880152721,0.1073621248404879,338.7514232818049,-0.005128202997393447,45.34364062375745,4.90674491199805,0.2456215043598087,4420.679468242245,17212.569822448655,1.0305694377075816e-07,0.6852226720647774,-0.17499999999999993,-0.1885245901639343,-0.0476373710934346,4.95
SMER,Commercial and Services,Sameer Africa Plc,0.041851325180400994,0.060652357958251496,0.04074024253788614,0.025017165968466995,-0.07107707922973361,-0.5770114942528736,0.0006157925697971655,0.04528517483723089,0.1560425736165727,0.10576760391749396,73.53964582291515,0.011389876941230719,48.94585543477792,5.056364328314034,0.07114152307774312,9976.796230859834,30209.765322753417,1.4585953402740816e-06,0.8593117408906883,0.0,0.051948051948051965,0.015376901219481322,2.43
TCL,Investment,Trans-Century Plc,0.040612952454095456,0.05792124712343338,0.039678956915033474,0.024341425262879388,-0.06802400312370395,-0.7908496732026143,-0.0005472215335571899,0.04179328046955457,0.05050766709489974,0.00241370502133309,76.37358961464882,-0.01548625819119535,47.33094682419279,5.409481810810239,0.026394590321065257,83032.58785942492,581649.6329074916,1.8456995201181197e-06,0.9504048582995951,-0.04878048780487798,0.18181818181818188,-0.02646030952909128,0.39
TOTL,Energy and Petroleum,Total Kenya Ltd,0.028355236916241144,0.057468774444573587,0.0270046975553413,0.01677800375908605,-0.045740883959083004,-0.3992395437262357,0.0002728332170735014,0.030680094362094016,0.15209956608514047,1.8025157473160363,112.44995549362758,0.005633399117693101,48.7996056799096,3.0652310328769983,0.25374238670932864,9251.23789020452,60718.1103425802,1.4724504520422348e-07,0.9402834008097166,-0.07407407407407418,-0.014778325123152691,-0.02922046403247621,20.0
TPSE,Commercial and Services,TPS Eastern Africa (Serena) Ltd,0.036510419312905454,0.06621652226198889,0.0343843373790411,0.02256365893488122,-0.06595419754299818,-0.41396508728179554,0.0007177754127163282,0.044147815632101864,0.06783938458501053,0.16562857473508963,61.50643878199493,0.01399334038325062,49.54162409159,4.642805138676242,0.36012259360593823,15976.462196861627,70482.25553414391,3.3750056531344945e-08,0.7095141700404858,0.01016949152542379,0.12452830188679243,0.05240853227820032,14.9
UCHM,Commercial and Services,Uchumi Supermarket Plc,0.04099818816802638,0.06169287545628446,0.04066493084724637,0.02539894351914449,-0.06406294893165597,-0.4666666666666666,0.0003448577866469354,0.04130734058986336,-0.09827555518085973,-0.1761859170737332,119.78076242215596,0.005927706372708289,49.49682359868948,4.875315466519917,0.005241584184511192,68701.63766632549,187855.03162585612,4.2303868688791495e-07,0.9888663967611336,-0.10526315789473684,-0.10526315789473684,-0.12820512813938195,0.17
UMME,Energy and Petroleum,Umeme Ltd,0.028348749286500968,0.05768892843033846,0.026069512155188143,0.01640490448425339,-0.044364435117238664,-0.4377464788732394,0.0013749267003607857,0.03038199824933011,0.16167023095766134,2.0104473974298953,22.097175094236118,0.04196322722757624,52.070842354141966,3.722025026697117,0.2545970881330507,48586.229508196724,283993.11481639865,7.181570939916841e-08,0.9261133603238867,-0.005934718100890302,0.0912052117263844,0.020594686814400534,16.75
UNGA,Manufacturing and Allied,Unga Group Ltd,0.028476445434462615,0.05574081067599103,0.024695964028020736,0.0181814065429294,-0.04646311598448336,-0.6841379310344827,-0.0005187369136186105,0.044014740467502984,0.18797548921133456,0.2754331808690016,84.84981659678485,-0.014057493140728338,45.00186223763944,4.122343220802987,0.5607400622831237,1888.6792452830189,4761.235907785848,0.0,0.48279352226720645,-0.06542056074766356,0.11111111111111116,-0.05470128560590687,15.0
WTK,Agricultural,Williamson Tea Kenya Plc,0.02450848050797675,0.045309011901613155,0.02209769983007077,0.014297141665674288,-0.038186360974174986,-0.31486611265004616,0.0011477217378374341,0.028940244822731057,0.290076728124977,2.7193805214610225,25.21538221949404,0.03620293265087412,51.7495113800847,3.2727377068614056,3.8483130775927203,2734.338138925295,10706.103708407207,1.4359810910009858e-08,0.7722672064777328,0.05348837209302326,-0.031016042780748654,0.026512576478573954,226.5
XPRS,Commercial and Services,Express Kenya Plc,0.031106909962158688,0.059515247075411504,0.026805234808170892,0.01986219183015832,-0.055148900729481067,-0.48333333333333334,0.0011989515657372116,0.04635283271184613,0.05934027792941282,0.25182954540533853,38.661135420621555,0.023708401387204082,47.501837009419575,4.727636145716251,0.10874326438185435,3592.340425531915,19477.173366718533,0.0,0.4757085020242915,0.03746397694524495,0.0,0.053494088726047766,3.6
